Xanthomonas campestris pv. campestris str. 8004, complete genome. - 1..5148708
4273 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
1696713..1697693	-	326	66573065	-	XC_1407	-	-	IS1479 transposase
1697847..1699409	+	520	66573066	-	XC_1408	-	-	cardiolipin synthase
1699709..1700767	-	352	66573067	-	XC_1409	-	-	protein-glutamate methylesterase
1700833..1701660	-	275	66573068	-	XC_1410	-	-	response regulator for chemotaxis
1701644..1702927	-	427	66573069	-	XC_1411	-	-	response regulator
1702954..1703469	-	171	66573070	-	XC_1412	-	-	chemotaxis protein
1703480..1705462	-	660	66573071	-	XC_1413	-	-	chemotaxis protein
1705687..1707693	-	668	66573072	-	XC_1414	-	-	chemotaxis histidine protein kinase
1707712..1708041	-	109	66573073	-	XC_1415	-	-	conserved hypothetical protein
1708793..1712260	-	1155	66573074	-	XC_1416	-	-	transcription-repair coupling factor
1712962..1713504	-	180	66573075	-	XC_1417	-	-	conserved hypothetical protein
1713671..1714579	-	302	66573076	-	XC_1418	-	-	conserved hypothetical protein
1714806..1715501	+	231	66573077	-	XC_1419	-	-	two-component system regulatory protein
1715504..1715863	+	119	66573078	-	XC_1420	-	-	hypothetical protein
1715865..1717298	+	477	66573079	-	XC_1421	-	-	two-component system sensor protein
1717528..1718253	-	241	66573080	-	XC_1422	-	-	cysteine protease
1718690..1720009	+	439	66573081	-	XC_1423	-	-	inner membrane protein
1720142..1720426	+	94	66573082	-	XC_1424	-	-	conserved hypothetical protein
1720500..1720844	+	114	66573083	-	XC_1425	-	-	conserved hypothetical protein
1720879..1721475	+	198	66573084	-	XC_1426	-	-	conserved hypothetical protein
1721535..1722419	+	294	66573085	-	XC_1427	-	-	nitrilase
1722556..1723647	+	363	66573086	-	XC_1428	-	-	conserved hypothetical protein
1723717..1725120	+	467	66573087	-	XC_1429	-	-	glutamyl-tRNA synthetase
1725134..1725652	+	172	66573088	-	XC_1430	-	-	transcriptional regulator fur family
1726452..1727069	-	205	66573089	-	XC_1431	-	-	transcriptional regulator
1727200..1728399	+	399	66573090	-	XC_1432	-	-	multidrug resistance protein
1728415..1731549	+	1044	66573091	-	XC_1433	-	-	multidrug-efflux transporter
1731551..1733044	+	497	66573092	-	XC_1434	-	-	outer membrane protein
1733070..1733759	+	229	66573093	-	XC_1435	-	-	transcriptional regulator
1734031..1735014	+	327	66573094	-	XC_1436	-	-	oxidoreductase
1735330..1736244	-	304	66573095	-	XC_1437	-	-	transcriptional regulator lysR family
1736447..1736884	+	145	66573096	-	XC_1438	-	-	conserved hypothetical protein
1737096..1738007	-	303	66573097	-	XC_1439	-	-	transcriptional regulator
1738199..1738438	+	79	66573098	-	XC_1440	-	-	hypothetical protein
1738592..1739182	-	196	66573099	-	XC_1441	-	-	conserved hypothetical protein
1739184..1740887	-	567	66573100	-	XC_1442	-	-	extracellular serine protease
1741641..1742573	-	310	66573101	-	XC_1443	-	-	transcriptional regulator lysR family
1742672..1743880	+	402	66573102	-	XC_1444	-	-	MFS transporter
1743941..1744150	+	69	66573103	-	XC_1445	-	-	oxidoreductase
1744095..1744337	+	80	66573104	-	XC_1446	-	-	oxidoreductase
1744641..1744922	-	93	66573105	-	XC_1447	-	-	extracellular serine protease
1745210..1745830	-	206	66573106	-	XC_1448	-	-	conserved hypothetical protein
1745832..1746218	-	128	66573107	-	XC_1449	-	-	extracellular serine protease
1746249..1747613	-	454	66573108	-	XC_1450	-	-	extracellular serine protease
1748406..1750784	-	792	66573109	-	XC_1451	-	-	TonB-dependent receptor
1751169..1754141	+	990	66573110	-	XC_1452	-	-	formate dehydrogenase related protein
1754141..1754626	+	161	66573111	-	XC_1453	-	-	conserved hypothetical protein
1754639..1756012	+	457	66573112	-	XC_1454	-	-	cytochrome D oxidase subunit A
1756028..1757047	+	339	66573113	-	XC_1455	-	-	cytochrome D oxidase subunit B
1757156..1758385	-	409	66573114	-	XC_1456	-	-	transmembrane transport protein
1758382..1758804	-	140	66573115	-	XC_1457	-	-	transcriptional regulator
1758924..1759100	-	58	66573116	-	XC_1458	-	-	hypothetical protein
1759165..1761231	-	688	66573117	-	XC_1459	-	-	outer membrane hemin receptor
1761393..1761809	+	138	66573118	-	XC_1460	-	-	conserved hypothetical protein
1761918..1762100	+	60	66573119	-	XC_1461	-	-	conserved hypothetical protein
1762276..1763640	-	454	66573120	-	XC_1462	-	-	chloride channel
1763686..1764960	-	424	66573121	-	XC_1463	-	-	phosphodiesterase-nucleotide pyrophosphatase
1765410..1765952	-	180	66573122	-	XC_1464	-	-	6-O-methylguanine-DNA methyltransferase
1765949..1767412	-	487	66573123	-	XC_1465	-	-	DNA methylation and regulatory protein Ada
1767564..1768769	+	401	66573124	-	XC_1466	-	-	conserved hypothetical protein
1768835..1769080	+	81	66573125	-	XC_1467	-	-	conserved hypothetical protein
1769193..1769738	+	181	66573126	-	XC_1468	-	-	conserved hypothetical protein
1769764..1770165	+	133	66573127	-	XC_1469	-	-	inner membrane protein
1770277..1771455	+	392	66573128	-	XC_1470	-	-	putative monooxygenase NMA2164
1771632..1771745	-	37	66573129	-	XC_1471	-	-	conserved hypothetical protein
1771948..1772190	-	80	66573130	-	XC_1472	-	-	conserved hypothetical protein
1772373..1773020	-	215	66573131	-	XC_1473	-	-	conserved hypothetical protein
1773051..1773551	-	166	66573132	-	XC_1474	-	-	RNA polymerase ECF-type sigma factor
1773724..1775652	+	642	66573133	-	XC_1475	-	-	ATP-dependent RNA helicase
1775828..1778194	+	788	66573134	-	XC_1476	-	-	conserved hypothetical protein
1778251..1778973	+	240	66573135	-	XC_1477	-	-	pseudouridylate synthase
1779066..1780490	-	474	66573136	-	XC_1478	-	-	IS1478 transposase
1782462..1783289	-	275	66573137	-	XC_1479	-	-	conserved hypothetical protein
1783484..1783984	+	166	66573138	-	XC_1480	-	-	s-adenosylmethionine:2-demethylmenaquinone methyltransferase
1784024..1785346	+	440	66573139	-	XC_1481	-	-	beta-lactamase
1785343..1785615	+	90	66573140	-	XC_1482	-	-	beta-lactamase
1785919..1787184	+	421	66573141	-	XC_1483	-	-	cation:proton antiporter
1787501..1789333	+	610	66573142	-	XC_1484	-	-	ABC transporter ATP-binding protein
1790002..1791804	-	600	66573143	-	XC_1485	-	-	conserved hypothetical protein
1792027..1792827	+	266	66573144	-	XC_1486	-	-	conserved hypothetical protein
1793031..1793354	-	107	66573145	-	XC_1487	-	-	conserved hypothetical protein
1793414..1793710	-	98	66573146	-	XC_1488	-	-	conserved hypothetical protein
1794866..1795180	-	104	66573147	-	XC_1489	-	-	transcriptional regulator
1795458..1796450	-	330	66573148	-	XC_1490	-	-	transcriptional regulator
1796621..1797508	+	295	66573149	-	XC_1491	-	-	conserved hypothetical protein
1797574..1798479	-	301	66573150	-	XC_1492	-	-	peptidyl-prolyl cis-trans isomerase
1798717..1798956	-	79	66573151	-	XC_1493	-	-	conserved hypothetical protein
1799127..1799576	-	149	66573152	-	XC_1494	-	-	conserved hypothetical protein
1799698..1800555	-	285	66573153	-	XC_1495	-	-	thioredoxin
1800713..1801339	+	208	66573154	-	XC_1496	-	-	conserved hypothetical protein
1801349..1804051	+	900	66573155	-	XC_1497	-	-	leucyl-tRNA synthetase
1804459..1805109	+	216	66573156	-	XC_1498	-	-	lipoprotein
1805131..1806159	+	342	66573157	-	XC_1499	-	-	DNA polymerase III delta subunit
1806156..1807055	+	299	66573158	-	XC_1500	-	-	nicotinate-nucleotide adenylyltransferase
1807112..1807531	+	139	66573159	-	XC_1501	-	-	conserved hypothetical protein
1807604..1809139	-	511	66573160	-	XC_1502	-	-	conserved hypothetical protein
1809260..1809730	+	156	66573161	-	XC_1503	-	-	conserved hypothetical protein
1810239..1810919	-	226	66573162	-	XC_1504	-	-	TonB-like protein
1811302..1812039	-	245	66573163	-	XC_1505	-	-	outer membrane protein
1812162..1812734	+	190	66573164	-	XC_1506	-	-	conserved hypothetical protein
1812735..1814234	+	499	66573165	-	XC_1507	-	-	ribonuclease G
1814404..1818294	+	1296	66573166	-	XC_1508	-	-	conserved hypothetical protein
1818307..1819062	-	251	66573167	-	XC_1509	-	-	conserved hypothetical protein
1819161..1820606	+	481	66573168	-	XC_1510	-	-	TldD protein
1820776..1821357	-	193	66573169	-	XC_1511	-	-	conserved hypothetical protein
1821556..1822923	+	455	66573170	-	XC_1512	-	-	PmbA protein
1823051..1823440	+	129	66573171	-	XC_1513	-	-	conserved hypothetical protein
1823512..1824042	-	176	66573172	-	XC_1514	-	-	extracellular protease
1824070..1824609	-	179	66573173	-	XC_1515	-	-	extracellular protease
1825091..1825966	-	291	66573174	-	XC_1516	-	-	geranyltranstransferase; farnesyl-diphosphate synthase
1825967..1826230	-	87	66573175	-	XC_1517	-	-	exodeoxyribonuclease VII small subunit
1826262..1827569	-	435	66573176	-	XC_1518	-	-	cell cycle protein
1827645..1829351	-	568	66573177	-	XC_1519	-	-	alkaline phosphatase
1829491..1830831	+	446	66573178	-	XC_1520	-	-	glutamate symport protein
1831001..1831657	+	218	66573179	-	XC_1521	-	-	conserved hypothetical protein
1831679..1832434	-	251	66573180	-	XC_1522	-	-	conserved hypothetical protein
1833105..1834472	+	455	66573181	-	XC_1524	-	-	IS1478 transposase
1834908..1836863	-	651	66573182	-	XC_1526	-	-	histidine kinase
1836882..1836992	-	36	66573183	-	XC_1527	-	-	conserved hypothetical protein
1837158..1838252	-	364	66573184	-	XC_1528	-	-	two-component system regulatory protein
1838274..1839404	-	376	66573185	-	XC_1529	-	-	polyphosphate-selective porin O
1839433..1840443	-	336	66573186	-	XC_1530	-	-	lipoprotein
1840467..1841312	-	281	66573187	-	XC_1531	-	-	conserved hypothetical protein
1841380..1841895	-	171	66573188	-	XC_1532	-	-	conserved hypothetical protein
1842002..1842571	+	189	66573189	-	XC_1533	-	-	conserved hypothetical protein
1842745..1843488	-	247	66573190	-	XC_1534	-	-	conserved hypothetical protein
1843598..1844173	-	191	66573191	-	XC_1535	-	-	lipoprotein
1844248..1844727	+	159	66573192	-	XC_1536	-	-	peptidyl-prolyl cis-trans isomerase
1844818..1846062	+	414	66573193	-	XC_1537	-	-	transport protein
1846066..1847316	+	416	66573194	-	XC_1538	-	-	D-amino acid dehydrogenase subunit
1847313..1848683	+	456	66573195	-	XC_1539	-	-	reductase
1848886..1849284	+	132	66573196	-	XC_1540	-	-	methylated-DNA-protein-cysteine S-methyltransferase related protein
1849326..1850012	+	228	66573197	-	XC_1541	-	-	integral membrane protein
1850215..1852227	-	670	66573198	-	XC_1542	-	-	metallopeptidase
1852412..1854517	-	701	66573199	-	XC_1543	-	-	metallopeptidase
1854881..1857025	-	714	66573200	-	XC_1544	-	-	metallopeptidase
1857365..1860412	-	1015	66573201	-	XC_1545	-	-	Oar protein
1860775..1863765	-	996	66573202	-	XC_1546	-	-	TonB-dependent receptor
1864119..1864937	+	272	66573203	-	XC_1547	-	-	conserved hypothetical protein
1865033..1865602	+	189	66573204	-	XC_1548	-	-	deoxycytidine triphosphate deaminase
1865629..1865814	-	61	66573205	-	XC_1549	-	-	conserved hypothetical protein
1866157..1866324	-	55	66573206	-	XC_1550	-	-	conserved hypothetical protein
1866352..1866789	-	145	66573207	-	XC_1551	-	-	conserved hypothetical protein
1866786..1867448	-	220	66573208	-	XC_1552	-	-	carboxymethylenebutenolidase
1867667..1869277	-	536	66573209	-	XC_1553	-	-	leucin rich protein
1869901..1871274	+	457	66573210	-	XC_1554	-	-	conserved hypothetical protein
1871600..1872106	-	168	66573211	-	XC_1555	-	-	transcription elongation factor and transcript cleavage
1872214..1873677	+	487	66573212	-	XC_1556	-	-	integral membrane protein
1873711..1874214	-	167	66573213	-	XC_1557	-	-	conserved hypothetical protein
1874144..1875358	-	404	66573214	-	XC_1558	-	-	conserved hypothetical protein
1875535..1876134	+	199	66573215	-	XC_1559	-	-	conserved hypothetical protein
1877126..1878631	-	501	66573216	-	XC_1560	-	-	conserved hypothetical protein
1879032..1880447	+	471	66573217	-	XC_1561	-	-	membrane-bound lytic murein transglycosylase D precursor
1880538..1881527	-	329	66573218	-	XC_1562	-	-	conserved hypothetical protein
1881810..1882658	-	282	66573219	-	XC_1563	-	-	phosphatidylserine decarboxylase
1882655..1883305	-	216	66573220	-	XC_1564	-	-	conserved hypothetical protein
1883386..1884312	+	308	66573221	-	XC_1565	-	-	adenine-specific methylase
1884347..1884790	+	147	66573222	-	XC_1566	-	-	conserved hypothetical protein
1884780..1885883	+	367	66573223	-	XC_1567	-	-	chorismate synthase
1885876..1886934	+	352	66573224	-	XC_1568	-	-	2-hydroxyacid dehydrogenase
1887019..1888044	+	341	66573225	-	XC_1569	-	-	aspartate semialdehyde dehydrogenase
1888755..1890812	+	685	66573226	-	XC_1570	-	-	FimV protein
1890809..1891189	+	126	66573227	-	XC_1571	-	-	conserved hypothetical protein
1891229..1892002	+	257	66573228	-	XC_1572	-	-	tRNA pseudouridine synthase A
1891999..1892667	+	222	66573229	-	XC_1573	-	-	N-(5'-phosphoribosyl) anthranilate isomerase
1892918..1893814	-	298	66573230	-	XC_1574	-	-	transcriptional regulator
1893926..1895143	+	405	66573231	-	XC_1575	-	-	tryptophan synthase beta chain
1895074..1895658	+	194	66573232	-	XC_1576	-	-	conserved hypothetical protein
1895655..1896473	+	272	66573233	-	XC_1577	-	-	tryptophan synthase alpha chain
1896675..1897562	+	295	66573234	-	XC_1578	-	-	acetyl-coenzyme A carboxylase carboxyl transferase
1897559..1898908	+	449	66573235	-	XC_1579	-	-	phosphohexose mutase
1899023..1899961	+	312	66573236	-	XC_1580	-	-	oxidoreductase
1900010..1900855	+	281	66573237	-	XC_1581	-	-	conserved hypothetical protein
1900942..1903215	+	757	66573238	-	XC_1582	-	-	phosphodiesterase
1903161..1904087	+	308	66573239	-	XC_1583	-	-	conserved hypothetical protein
1904084..1904512	+	142	66573240	-	XC_1584	-	-	cyanoglobin
1904588..1905997	-	469	66573241	-	XC_1585	-	-	conserved hypothetical protein
1906052..1906867	-	271	66573242	-	XC_1586	-	-	dehydrogenase
1906980..1907735	+	251	66573243	-	XC_1587	-	-	triosephosphate isomerase
1907817..1908257	+	146	66573244	-	XC_1588	-	-	protein-export membrane protein
1908497..1908853	+	118	66573245	-	XC_1589	-	-	NADH-ubiquinone oxidoreductase NQO7 subunit
1908823..1909398	+	191	66573246	-	XC_1590	-	-	NADH-ubiquinone oxidoreductase NQO6 subunit
1909435..1910187	+	250	66573247	-	XC_1591	-	-	NADH-ubiquinone oxidoreductase NQO5 subunit
1910184..1911491	+	435	66573248	-	XC_1592	-	-	NADH-ubiquinone oxidoreductase NQO4 subunit
1911488..1912015	+	175	66573249	-	XC_1593	-	-	NADH-ubiquinone oxidoreductase NQO2 subunit
1912019..1913353	+	444	66573250	-	XC_1594	-	-	NADH-ubiquinone oxidoreductase NQO1 subunit
1913350..1915584	+	744	66573251	-	XC_1595	-	-	NADH-ubiquinone oxidoreductase NQO3 subunit
1915689..1916672	+	327	66573252	-	XC_1596	-	-	NADH-ubiquinone oxidoreductase NQO8 subunit
1916673..1917164	+	163	66573253	-	XC_1597	-	-	NADH-ubiquinone oxidoreductase NQO9 subunit
1917172..1917831	+	219	66573254	-	XC_1598	-	-	NADH-ubiquinone oxidoreductase NQO10 subunit
1917828..1918133	+	101	66573255	-	XC_1599	-	-	NADH-ubiquinone oxidoreductase NQO11 subunit
1918141..1920324	+	727	66573256	-	XC_1600	-	-	NADH-ubiquinone oxidoreductase NQO12 subunit
1920345..1921847	+	500	66573257	-	XC_1601	-	-	NADH-ubiquinone oxidoreductase NQO13 subunit
1921884..1923344	+	486	66573258	-	XC_1602	-	-	NADH-ubiquinone oxidoreductase NQO14 subunit
1923821..1924411	+	196	66573259	-	XC_1603	-	-	conserved hypothetical protein
1924416..1925927	+	503	66573260	-	XC_1604	-	-	N utilization substance protein A
1925981..1928731	+	916	66573261	-	XC_1605	-	-	protein chain initiation factor IF-2
1928841..1929239	+	132	66573262	-	XC_1606	-	-	ribosomal-binding factor A
1929318..1930244	+	308	66573263	-	XC_1607	-	-	tRNA pseudouridine synthase B
1930402..1930662	+	86	66573264	-	XC_1608	-	-	30S ribosomal protein S15
1930836..1932950	+	704	66573265	-	XC_1609	-	-	polynucleotide phosphorylase
1933672..1934754	-	360	66573266	-	XC_1610	-	-	conserved hypothetical protein
1934796..1935668	-	290	66573267	-	XC_1611	-	-	nicotinate-nucleotide pyrophosphorylase
1935677..1935946	-	89	66573268	-	XC_1612	-	-	conserved hypothetical protein
1936005..1936508	+	167	66573269	-	XC_1613	-	-	phosphoribosylaminoimidazole carboxylase catalytic subunit
1936505..1937647	+	380	66573270	-	XC_1614	-	-	phosphoribosylaminoimidazole carboxylase ATPase subunit
1937881..1938459	-	192	66573271	-	XC_1615	-	-	iron superoxide dismutase
1938581..1938901	+	106	66573272	-	XC_1616	-	-	conserved hypothetical protein
1938898..1939638	+	246	66573273	-	XC_1617	-	-	short chain dehydrogenase
1939635..1940234	+	199	66573274	-	XC_1618	-	-	conserved hypothetical protein
1940629..1943886	+	1085	66573275	-	XC_1619	-	-	Oar protein
1944031..1945377	+	448	66573276	-	XC_1620	-	-	conserved hypothetical protein
1945495..1946010	+	171	66573277	-	XC_1621	-	-	pre-pilin like leader sequence
1946007..1946480	+	157	66573278	-	XC_1622	-	-	pre-pilin leader sequence
1946484..1947638	+	384	66573279	-	XC_1623	-	-	conserved hypothetical protein
1947641..1948159	+	172	66573280	-	XC_1624	-	-	PilX protein
1948172..1951900	+	1242	66573281	-	XC_1625	-	-	PilY1 protein
1951975..1952343	+	122	66573282	-	XC_1626	-	-	type IV pilin
1952524..1953075	-	183	66573283	-	XC_1627	-	-	fimbrial biogenesis protein
1953215..1955236	+	673	66573284	-	XC_1628	-	-	excinuclease ABC subunit B
1955811..1956053	+	80	66573285	-	XC_1629	-	-	hypothetical protein
1956087..1957760	+	557	66573286	-	XC_1630	-	-	VirD4 protein
1958257..1958499	+	80	66573287	-	XC_1631	-	-	conserved hypothetical protein
1958610..1959653	+	347	66573288	-	XC_1632	-	-	VirB8 protein
1959650..1960417	+	255	66573289	-	XC_1633	-	-	VirB9 protein
1960414..1961595	+	393	66573290	-	XC_1634	-	-	VirB10 protein
1961592..1962650	+	352	66573291	-	XC_1635	-	-	VirB11 protein
1962696..1963529	+	277	66573292	-	XC_1636	-	-	VirB1 protein
1963592..1963996	+	134	66573293	-	XC_1637	-	-	VirB2 protein
1963989..1964300	+	103	66573294	-	XC_1638	-	-	VirB3 protein
1964408..1966861	+	817	66573295	-	XC_1639	-	-	VirB4 protein
1967008..1967151	-	47	66573296	-	XC_1640	-	-	conserved hypothetical protein
1967589..1968956	+	455	66573297	-	XC_1641	-	-	IS1478 transposase
1969222..1970838	+	538	66573298	-	XC_1642	-	-	alpha-glucosidase
1971160..1972140	+	326	66573299	-	XC_1643	-	-	IS1479 transposase
1972934..1975762	-	942	66573300	-	XC_1644	-	-	TonB-dependent receptor
1976020..1978098	-	692	66573301	-	XC_1645	-	-	alpha-glucosidase
1978212..1980533	+	773	66573302	-	XC_1646	-	-	conserved hypothetical protein
1980530..1982008	+	492	66573303	-	XC_1647	-	-	transport protein
1981903..1983681	+	592	66573304	-	XC_1648	-	-	cyclomaltodextrin glucanotransferase (CGTase)
1983882..1985015	-	377	66573305	-	XC_1649	-	-	maltose transport gene repressor
1985330..1987240	+	636	66573306	-	XC_1650	-	-	threonyl-tRNA synthetase
1987352..1987831	+	159	66573307	-	XC_1651	-	-	translation initiation factor IF-3
1988072..1988269	+	65	66573308	-	XC_1652	-	-	50S ribosomal protein L35
1988280..1988639	+	119	66573309	-	XC_1653	-	-	50S ribosomal protein L20
1988939..1989949	+	336	66573310	-	XC_1654	-	-	phenylalanyl-tRNA synthetase alpha chain
1990079..1992454	+	791	66573311	-	XC_1655	-	-	phenylalanyl-tRNA synthetase beta chain
1992475..1992774	+	99	66573312	-	XC_1656	-	-	integration host factor alpha chain
1992755..1993111	+	118	66573313	-	XC_1657	-	-	conserved hypothetical protein
1993775..1994416	+	213	66573314	-	XC_1658	-	-	GumB protein
1994488..1995837	+	449	66573315	-	XC_1659	-	-	GumC protein
1996080..1997534	+	484	66573316	-	XC_1660	-	-	GumD protein
1997617..1998915	+	432	66573317	-	XC_1661	-	-	GumE protein
